,fed_rssd,inst.webaddr,cbsa_metro,mutual,cert,docket,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,county,cbsa_metro_name,estymd,offdom,offfor,stmult,specgrp,subchaps,insdate,effdate,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb
3112,423739,http://morrisstate.com,,Stock,17910,0,1417212,Morris Bank,Dublin,GA,31021,3/31/2019,5/19/2019,NM,301 Bellevue Avenue,"MORRIS STATE BANCSHARES, INC.",Laurens,,11/29/1954,6,0,0,4,0,10/2/1958,4/30/2019,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1
3113,825146,www.hometownbanks.com,37900.0,Stock,18429,10842,2762795,Morton Community Bank,Morton,IL,61550,3/31/2019,5/19/2019,NM,721 West Jackson Street,"HOMETOWN COMMUNITY BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN AND TRUST",Tazewell,"Peoria, IL",8/26/1961,39,0,0,4,1,8/26/1961,3/17/2018,0,1,FDIC,DIF,Chicago,CHICAGO,Springfield Il,Chicago,Central,Central,0,1
3114,259442,http://www.moundcitybank.com,,Stock,9037,13222,2510428,Mound City Bank,Platteville,WI,53818,3/31/2019,5/19/2019,NM,25 East Pine Street,"MOUND CITY FINANCIAL SERVICES, INC.",Grant,,2/15/1915,6,0,0,2,0,1/1/1934,3/31/2006,0,1,FDIC,DIF,Chicago,CHICAGO,Madison,Chicago,Central,Central,0,1
3115,807432,http://www.mvbankonline.com,,Stock,8028,13899,2349516,Mount Vernon Bank,Mount Vernon,GA,30445,3/31/2019,5/19/2019,NM,101 Railroad Avenue,"HEART OF GEORGIA BANCSHARES, INC.",Montgomery,,1/24/1901,3,0,0,4,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Atlanta,ATLANTA,Savannah,Atlanta,Southern,Southeast,0,1
3116,890649,www.mountvernonbank.com,16300.0,Stock,10494,13676,1140912,Mount Vernon Bank and Trust Company,Mount Vernon,IA,52314,3/31/2019,5/19/2019,NM,206 First Street West,MOUNT VERNON BANCORP.,Linn,"Cedar Rapids, IA",1/1/1884,2,0,0,8,0,1/1/1934,3/31/2006,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
3117,1016231,www.mcb.com,28940.0,Stock,4931,12534,3416965,Mountain Commerce Bank,Knoxville,TN,37919,3/31/2019,5/19/2019,NM,6101 Kingston Pike,"MOUNTAIN COMMERCE BANCORP, INC.",Knox,"Knoxville, TN",1/1/1910,5,0,0,4,0,1/1/1934,11/20/2015,0,1,FDIC,DIF,Dallas,DALLAS,Knoxville,Atlanta,Southern,Southeast,0,1
3118,3459207,http://www.mountainpacificbank.com,42660.0,Stock,58341,0,5217483,Mountain Pacific Bank,Everett,WA,98201,3/31/2019,5/19/2019,NM,3732 Broadway,"MOUNTAIN PACIFIC BANCORP, INC.",Snohomish,"Seattle-Tacoma-Bellevue, WA",7/24/2006,3,0,0,4,0,7/24/2006,3/2/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,West,0,1
3119,475653,http://www.bankmvb.com,,Stock,17411,0,2511014,Mountain Valley Bank,Walden,CO,80480,3/31/2019,5/19/2019,SM,461 Main,"PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.",Jackson,,2/21/1955,4,0,0,4,0,2/21/1955,8/26/2014,0,0,FED,DIF,Dallas,KANSAS CITY,Denver,Kansas City,Western,Western,0,1
3120,714437,www.mtnvalleybankonline.com,16860.0,Stock,1705,0,1134751,Mountain Valley Bank,Dunlap,TN,37327,3/31/2019,5/19/2019,NM,17114 Rankin Avenue,"SEQUATCHIE COUNTY BANCORP, INC.",Sequatchie,"Chattanooga, TN-GA",1/1/1905,5,0,0,8,0,1/1/1934,6/4/2018,0,1,FDIC,DIF,Dallas,DALLAS,Knoxville,Atlanta,Southern,Southeast,0,1
3121,1011432,www.mountainvalleybank.com,,Stock,6786,11246,1404641,"Mountain Valley Bank, N.A.",Elkins,WV,26241,3/31/2019,5/19/2019,N,317 Davis Avenue,"MOUNTAIN-VALLEY BANCSHARES, INC.",Randolph,,1/1/1909,4,0,0,4,0,1/1/1934,3/31/2006,0,0,OCC,DIF,Atlanta,ATLANTA,Scott Depot,Richmond,Northeastern,Northeast,0,1
3122,3636259,mvbofc.com,19740.0,Stock,58772,0,4181130,Mountain View Bank of Commerce,Westminster,CO,80234,3/31/2019,5/19/2019,NM,1200 N Pecos Street,NBC BANCSHARES LLC,Adams,"Denver-Aurora-Lakewood, CO",2/8/2008,1,0,0,4,0,2/8/2008,11/13/2018,0,0,FDIC,DIF,Dallas,KANSAS CITY,Denver,Kansas City,Western,Western,0,1
3123,97804,www.mountainone.com,38340.0,Stock,90253,12401,2634212,MountainOne Bank,North Adams,MA,1247,3/31/2019,5/19/2019,SB,93 Main Street,"MOUNTAINONE FINANCIAL, MHC",Berkshire,"Pittsfield, MA",1/1/1848,7,0,0,4,0,7/19/1985,9/22/2015,0,1,FDIC,DIF,New York,NEW YORK,Springfield Ma,Boston,Northeastern,Northeast,0,1
3124,722227,www.movementbank.com,,Stock,9502,14489,0,Movement Bank,Danville,VA,24541,3/31/2019,5/19/2019,NM,201 N Union Street,,Danville City,,9/8/1919,1,0,0,4,0,1/1/1934,7/25/2017,0,1,FDIC,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1
3125,3482111,http://www.mrvbanks.com,,Stock,58619,0,3482102,MRV Banks,Sainte Genevieve,MO,63670,3/31/2019,5/19/2019,NM,871 Ste. Genevieve Drive,MRV FINANCIAL CORP,Sainte Genevieve,,7/16/2007,4,0,0,4,0,7/16/2007,6/28/2012,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1
3126,542667,www.mtmckinleybank.com,21820.0,Non-Stock,19525,7136,0,Mt. McKinley Bank,Fairbanks,AK,99701,3/31/2019,5/19/2019,SB,500 Fourth Ave,,Fairbanks North St,"Fairbanks, AK",12/3/1965,5,0,0,4,0,12/3/1965,5/31/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Seattle,San Francisco,Western,Western,0,1
3127,765662,http://www.msbtx.com,,Stock,15523,0,0,Muenster State Bank,Muenster,TX,76252,3/31/2019,5/19/2019,NM,201 North Main Street,,Cooke,,7/3/1923,2,0,0,5,1,7/31/1937,3/31/2006,0,0,FDIC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
3128,212465,www.unionbank.com,41860.0,Stock,22826,0,2961897,"MUFG Union Bank, National Association",San Francisco,CA,94104,3/31/2019,5/19/2019,N,400 California Street,"MITSUBISHI UFJ FINANCIAL GROUP, INC.",San Francisco,"San Francisco-Oakland-Hayward, CA",3/9/1979,353,1,1,9,0,3/9/1979,10/16/2015,0,1,OCC,DIF,San Francisco,WASHINGTON,San Francisco,San Francisco,Western,Western,0,0
3129,460332,WWW.MUNICIPALBANK.COM,28100.0,Stock,23546,0,0,Municipal Trust and Savings Bank,Bourbonnais,IL,60914,3/31/2019,5/19/2019,NM,"720 Main Street, N.W.",,Kankakee,"Kankakee, IL",10/2/1981,3,0,0,4,1,10/2/1981,3/31/2006,0,1,FDIC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1
3130,855563,http://www.murphybank.com,23420.0,Stock,25726,13217,0,Murphy Bank,Fresno,CA,93704,3/31/2019,5/19/2019,NM,5180 North Palm Avenue,,Fresno,"Fresno, CA",2/1/1984,2,0,0,4,1,10/29/1984,3/2/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Sacramento,San Francisco,Western,Western,0,1
3131,478140,www.murphywall.com,,Stock,10860,0,2232748,Murphy-Wall State Bank and Trust Company,Pinckneyville,IL,62274,3/31/2019,5/19/2019,NM,105 East Water Street,"MURPHY-WALL BANCORP, INC.",Perry,,11/1/1874,4,0,0,4,0,1/1/1934,5/11/2013,0,0,FDIC,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1
3132,121679,www.mymutualbank.com,14460.0,Non-Stock,29755,4032,0,Mutual Bank,Whitman,MA,2382,3/31/2019,5/19/2019,SM,570 Washington St,,Plymouth,"Boston-Cambridge-Newton, MA-NH",1/1/1889,9,0,0,4,0,12/14/1936,4/29/2019,0,0,FED,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1
3133,235174,www.mutualfederalbank.com,16980.0,Stock,28302,1330,0,Mutual Federal Bank,Chicago,IL,60608,3/31/2019,5/19/2019,SA,2212 West Cermak Road,,Cook,"Chicago-Naperville-Elgin, IL-IN-WI",1/1/1905,1,0,0,4,0,4/10/1935,7/21/2011,0,0,OCC,DIF,Chicago,CHICAGO,Chicago,Chicago,Central,Central,0,1
3134,786274,www.mutualofomahabank.com,36540.0,Stock,32325,8146,0,Mutual of Omaha Bank,Omaha,NE,68102,3/31/2019,5/19/2019,SA,"1299 Farnam St., Suite 1550",,Douglas,"Omaha-Council Bluffs, NE-IA",5/23/1985,28,0,1,4,0,5/23/1985,1/1/2019,0,1,OCC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,0
3135,809070,www.mutualsavings.com,35380.0,Non-Stock,27716,165,0,Mutual Savings and Loan Association,Metairie,LA,70006,3/31/2019,5/19/2019,SA,2900 Clearview Parkway,,Jefferson,"New Orleans-Metairie, LA",1/1/1910,2,0,0,5,0,1/16/1936,7/21/2011,0,0,OCC,DIF,Dallas,DALLAS,Baton Rouge,Atlanta,Southern,Western,0,1
3136,636276,www.MSA.bank,28140.0,Non-Stock,29988,4492,0,Mutual Savings Association,Leavenworth,KS,66048,3/31/2019,5/19/2019,SA,100 South 4th St,,Leavenworth,"Kansas City, MO-KS",1/1/1888,6,0,0,5,0,10/24/1949,12/28/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1
3137,729570,www.mutualsavings.net,22500.0,Non-Stock,29999,4516,0,Mutual Savings Bank,Hartsville,SC,29550,3/31/2019,5/19/2019,SA,330 West Carolina Ave,,Darlington,"Florence, SC",11/13/1936,1,0,0,4,0,11/13/1936,7/21/2011,0,0,OCC,DIF,Atlanta,ATLANTA,Columbia Sc,Richmond,Northeastern,Southeast,0,1
3138,841472,www.mutualsavingsbank.net,26900.0,Stock,27742,207,3252659,Mutual Savings Bank,Franklin,IN,46131,3/31/2019,5/19/2019,SB,80 East Jefferson Street,THIRD CENTURY BANCORP,Johnson,"Indianapolis-Carmel-Anderson, IN",1/1/1890,5,0,0,4,0,8/24/1935,2/25/2008,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1
3139,810777,www.bankwithmutual.com,34620.0,Stock,27744,210,3175794,MutualBank,Muncie,IN,47305,3/31/2019,5/19/2019,NM,110 East Charles St,"MUTUALFIRST FINANCIAL, INC.",Delaware,"Muncie, IN",1/1/1889,40,0,0,4,0,6/9/1952,2/28/2018,0,1,FDIC,DIF,Chicago,CHICAGO,Indianapolis,Chicago,Central,Central,0,1
3140,154770,www.mutualone.com,14460.0,Non-Stock,26395,4185,0,MutualOne Bank,Framingham,MA,1701,3/31/2019,5/19/2019,SB,828 Concord Street,,Middlesex,"Boston-Cambridge-Newton, MA-NH",1/1/1889,3,0,0,4,0,10/11/1985,7/27/2015,0,0,FDIC,DIF,New York,NEW YORK,North Boston,Boston,Northeastern,Northeast,0,1
3141,2757205,www.mvbbanking.com,,Stock,34603,0,3211601,"MVB Bank, Inc",Fairmont,WV,26554,3/31/2019,5/19/2019,NM,301 Virginia Avenue,MVB FINANCIAL CORP.,Marion,,1/4/1999,15,0,1,4,0,1/4/1999,8/28/2015,0,0,FDIC,DIF,Atlanta,ATLANTA,Scott Depot,Richmond,Northeastern,Northeast,0,1
3142,3635029,http://www.nanobanc.com,40140.0,Stock,58590,0,5196177,Nano Banc,Murrieta,CA,92562,3/31/2019,5/19/2019,SM,"25220 Hancock Ave, # No 140","ALLEGIANT UNITED HOLDINGS, LLC",Riverside,"Riverside-San Bernardino-Ontario, CA",9/17/2007,3,0,0,4,0,9/17/2007,12/6/2018,0,0,FED,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,1
3143,3285778,www.nantahalabank.com,,Stock,57784,0,0,Nantahala Bank & Trust Company,Franklin,NC,28734,3/31/2019,5/19/2019,NM,120 Siler Road,,Macon,,10/4/2004,3,0,0,4,0,10/4/2004,6/27/2012,0,0,FDIC,DIF,Atlanta,ATLANTA,Charlotte,Richmond,Northeastern,Southeast,0,1
3144,343770,http://www.nashvillesavingsbk.com,,Non-Stock,29677,3872,0,Nashville Savings Bank,Nashville,IL,62263,3/31/2019,5/19/2019,SB,209 East Lebanon Street,,Washington,,1/1/1893,1,0,0,2,0,9/25/1958,10/12/2017,0,0,FDIC,DIF,Chicago,CHICAGO,Mount Vernon,St. louis,Central,Central,0,1
3145,2233875,www.natbank.com,33100.0,Stock,33959,12209,1242188,"Natbank, National Association",Hollywood,FL,33020,3/31/2019,5/19/2019,N,4031 Oakwood Boulevard,NATIONAL BANK OF CANADA,Broward,"Miami-Fort Lauderdale-West Palm Beach, FL",12/6/1994,3,0,0,5,0,12/6/1994,3/31/2006,0,0,OCC,DIF,Atlanta,ATLANTA,South Florida,Atlanta,Southern,Southeast,0,1
3146,2809373,www.NationalAdvisorsTrust.com,28140.0,Stock,57160,16268,0,National Advisors Trust Company,Kansas City,MO,64131,3/31/2019,5/19/2019,N,"800 E 101st Terrace, # 300",,Jackson,"Kansas City, MO-KS",10/1/2001,1,0,0,7,0,10/1/2001,8/1/2017,0,1,OCC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,West,0,0
3147,792659,www.nbt-texas.com,,Stock,3289,12036,3685109,National Bank & Trust,La Grange,TX,78945,3/31/2019,5/19/2019,N,141 West Colorado Street,NATIONAL BANK & TRUST EMPLOYEE STOCK OWNERSHIP PLAN WITH 401(K) PROVISIONS,Fayette,,7/5/1888,1,0,0,5,1,1/1/1934,3/31/2006,0,1,OCC,DIF,Dallas,DALLAS,Austin,Dallas,Southern,West,0,1
3148,3275939,nationalbankofcommerce.com,13820.0,Stock,57764,0,3551389,National Bank of Commerce,Birmingham,AL,35223,3/31/2019,5/19/2019,N,600 Luckie Drive Suite 200,NATIONAL COMMERCE CORPORATION,Jefferson,"Birmingham-Hoover, AL",6/21/2004,38,0,1,4,0,6/21/2004,3/31/2019,0,0,OCC,DIF,Atlanta,ATLANTA,Shelby,Atlanta,Southern,Southeast,0,0
3149,775456,http://www.nbcbanking.com,20260.0,Stock,14266,14585,2665739,National Bank of Commerce,Superior,WI,54880,3/31/2019,5/19/2019,N,1127 Tower Avenue,"NATCOM BANCSHARES,INC.",Douglas,"Duluth, MN-WI",2/7/1934,7,0,1,4,1,4/23/1934,1/22/2013,0,0,OCC,DIF,Chicago,CHICAGO,Eau Claire,Minneapolis,Central,Central,0,1
3150,502111,www.nbnyc.com,35620.0,Stock,18734,12245,0,National Bank of New York City,Flushing,NY,11354,3/31/2019,5/19/2019,N,13629 38th Avenue,,Queens,"New York-Newark-Jersey City, NY-NJ-PA",4/1/1963,1,0,0,4,1,4/1/1963,4/1/2006,0,0,OCC,DIF,New York,NEW YORK,New York City,New York,Northeastern,Northeast,0,1
3151,760340,http://www.nbsail.net,28100.0,Stock,16752,0,3595431,National Bank of St. Anne,St. Anne,IL,60964,3/31/2019,5/19/2019,N,158 West Station Street,"ST. ANNE BANCORP, INC.",Kankakee,"Kankakee, IL",12/4/1948,1,0,0,2,0,12/4/1948,3/31/2006,0,0,OCC,DIF,Chicago,CHICAGO,Champaign,Chicago,Central,Central,0,1
3152,99376,www.ncb.coop,,Stock,32612,8527,2398082,"NATIONAL COOPERATIVE BANK, N.A.",Hillsboro,OH,45133,3/31/2019,5/19/2019,N,139 South High Street,NATIONAL CONSUMER COOPERATIVE BANK,Highland,,9/16/1988,1,0,0,4,0,9/16/1988,9/1/2016,0,0,OCC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,0
3153,722544,http://www.nebat.com,22540.0,Stock,10044,10433,1202052,National Exchange Bank and Trust,Fond Du Lac,WI,54935,3/31/2019,5/19/2019,N,130 South Main Street,NEB CORPORATION,Fond Du Lac,"Fond du Lac, WI",12/20/1933,33,0,0,4,0,1/1/1934,2/22/2019,0,1,OCC,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1
3154,322056,www.nationalunited.com,28660.0,Stock,3214,10765,3059773,National United,Gatesville,TX,76528,3/31/2019,5/19/2019,N,905 Main Street,"NATIONAL UNITED BANCSHARES, INC.",Coryell,"Killeen-Temple, TX",8/21/1889,6,0,0,4,0,1/1/1934,1/26/2017,0,1,OCC,DIF,Dallas,DALLAS,Dallas,Dallas,Southern,West,0,1
3155,2729677,www.nationwide.com,18140.0,Stock,34710,14970,0,"Nationwide Trust Company, FSB",Columbus,OH,43215,3/31/2019,5/19/2019,SA,"1 Nationwide Plaza, 1-14-401",,Franklin,"Columbus, OH",9/1/1998,1,0,0,5,0,9/1/1998,12/18/2018,0,1,OCC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,0
3156,664653,www.nabna.com,19740.0,Stock,27026,10959,2943419,"Native American Bank, National Association",Denver,CO,80202,3/31/2019,5/19/2019,N,999 18th Street,NATIVE AMERICAN BANCORPORATION CO.,Denver,"Denver-Aurora-Lakewood, CO",7/27/1987,2,0,1,4,0,7/27/1987,7/11/2018,0,1,OCC,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,1
3157,39756,www.nbc.bank,36420.0,Stock,4032,0,1066003,NBC OKLAHOMA,Oklahoma City,OK,73156,3/31/2019,5/19/2019,NM,13401 N. Pennsylvania Ave.,NBC CORP. OF OKLAHOMA,Oklahoma,"Oklahoma City, OK",8/1/1931,8,0,0,4,1,1/1/1934,2/8/2010,0,1,FDIC,DIF,Dallas,DALLAS,Oklahoma City,Kansas City,Southern,West,0,1
3158,4210227,www.nbhbank.com,19740.0,Stock,59052,0,3973888,NBH Bank,Greenwood Villag,CO,80111,3/31/2019,5/19/2019,SM,7800 E Orchard Rd Suite 200,NATIONAL BANK HOLDINGS CORPORATION,Arapahoe,"Denver-Aurora-Lakewood, CO",12/10/2010,104,0,1,4,0,12/10/2010,1/1/2018,0,0,FED,DIF,Dallas,DALLAS,Denver,Kansas City,Western,Western,0,0
3159,2747587,www.nbkc.com,28140.0,Stock,35014,0,2772990,NBKC Bank,Overland Park,KS,66211,3/31/2019,5/19/2019,NM,10700 Nall Ave,AMERI-NATIONAL CORPORATION,Johnson,"Kansas City, MO-KS",3/30/1999,4,0,1,4,1,3/30/1999,12/18/2015,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Kansas City,Kansas City,Western,Western,0,1
3160,702117,www.nbtbank.com,,Stock,7230,10286,1139279,"NBT Bank, National Association",Norwich,NY,13815,3/31/2019,5/19/2019,N,52 South Broad Street,NBT BANCORP INC.,Chenango,,3/3/1856,151,0,1,4,0,1/1/1934,12/19/2016,0,1,OCC,DIF,New York,NEW YORK,Syracuse,New York,Northeastern,Northeast,0,0
3161,881544,www.nbwbank.com,22540.0,Stock,5331,0,1248555,NBW BANK,Waupun,WI,53963,3/31/2019,5/19/2019,SM,210 East Main Street,"NATIONAL BANCSHARES WAUPUN, INC.",Fond Du Lac,"Fond du Lac, WI",9/1/1905,4,0,0,4,0,1/1/1934,8/1/2017,0,0,FED,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1
3162,3614846,www.thenbcbank.com,30700.0,Stock,58724,18064,4181130,Nebraska Bank of Commerce,Lincoln,NE,68516,3/31/2019,5/19/2019,NM,"6000 Village Drive, # 100",NBC BANCSHARES LLC,Lancaster,"Lincoln, NE",12/3/2007,2,0,0,4,0,12/3/2007,2/5/2013,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Omaha,Kansas City,Western,West,0,1
3163,514057,,,Stock,16516,0,1840801,Nebraska State Bank,Lynch,NE,68746,3/31/2019,5/19/2019,NM,202 N 4th St,"JDJ BANCO, INC.",Boyd,,12/9/1946,1,0,0,2,0,12/9/1946,8/13/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux City,Kansas City,Western,West,0,1
3164,911759,www.fsa-loans.com,,Stock,9819,52466,1051399,Nebraska State Bank,Oshkosh,NE,69154,3/31/2019,5/19/2019,NM,218 Main Street,O & F CATTLE COMPANY,Garden,,6/21/1921,1,0,0,2,1,1/1/1934,7/24/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1
3165,70955,,,Stock,13696,0,0,Nebraska State Bank,Bristow,NE,68719,3/31/2019,5/19/2019,NM,301 Prairie Street,,Boyd,,11/14/1924,1,0,0,2,0,1/19/1934,3/31/2006,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Sioux City,Kansas City,Western,West,0,1
3166,412153,www.nesb.bank,,Stock,8322,52873,1051072,Nebraska State Bank and Trust Company,Broken Bow,NE,68822,3/31/2019,5/19/2019,NM,945 South D Street,FIRST CENTRAL NEBRASKA CO.,Custer,,2/23/1917,4,0,0,2,1,1/1/1934,1/5/2018,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1
3167,2667957,www.nebraskalandbank.com,,Stock,34811,0,2947350,NebraskaLand National Bank,North Platte,NE,69101,3/31/2019,5/19/2019,N,1400 South Dewey,"NEBRASKALAND FINANCIAL SERVICES, INC.",Lincoln,,5/14/1998,7,0,1,4,0,5/14/1998,12/13/2013,0,0,OCC,DIF,Kansas City,KANSAS CITY,Grand Island,Kansas City,Western,West,0,1
3168,339773,http://www.needhambank.com,14460.0,Non-Stock,26483,12669,0,Needham Bank,Needham,MA,2492,3/31/2019,5/19/2019,SM,1063 Great Plain Avenue,,Norfolk,"Boston-Cambridge-Newton, MA-NH",1/1/1892,10,0,0,4,0,1/13/1986,2/6/2017,0,0,FED,DIF,New York,NEW YORK,South Boston,Boston,Northeastern,Northeast,0,1
3169,2333140,http://www.mynnb.com,41740.0,Stock,34548,16008,2333131,Neighborhood National Bank,San Diego,CA,92113,3/31/2019,5/19/2019,N,3511 National Avenue,NEIGHBORHOOD BANCORP,San Diego,"San Diego-Carlsbad, CA",9/19/1997,2,0,0,4,0,9/19/1997,12/31/2018,0,0,OCC,DIF,San Francisco,SAN FRANCISCO,Orange,San Francisco,Western,Western,0,1
3170,705556,www.neighborhood.bank,,Stock,18885,12860,1124024,Neighborhood National Bank,Mora,MN,55051,3/31/2019,5/19/2019,N,45 North Union Street,"PEOPLES BANKSHARES, INC.",Kanabec,,9/26/1963,6,0,0,4,1,9/26/1963,6/12/2015,0,0,OCC,DIF,Kansas City,KANSAS CITY,Minneapolis,Minneapolis,Central,West,0,1
3171,503640,www.neighborsclarence.com,,Stock,16247,0,4975496,Neighbors Bank,Clarence,MO,63437,3/31/2019,5/19/2019,NM,101 East Chestnut,"COLUMBIA BANCSHARES, INC",Shelby,,3/31/1945,1,0,0,2,1,4/7/1945,9/30/2018,0,0,FDIC,DIF,Kansas City,KANSAS CITY,Columbia Mo,St. louis,Western,West,0,1
3172,791942,www.npesb.com,,Stock,2482,0,1204074,Nekoosa Port Edwards State Bank,Nekoosa,WI,54457,3/31/2019,5/19/2019,NM,405 Market Street,"NEKOOSA PORT EDWARDS BANCORPORATION, INC.",Wood,,12/13/1913,3,0,0,8,1,1/1/1934,3/31/2006,0,0,FDIC,DIF,Chicago,CHICAGO,Appleton,Chicago,Central,Central,0,1
3173,840578,www.nelsonvillehomebank.com,,Stock,28085,871,0,Nelsonville Home and Savings,Nelsonville,OH,45764,3/31/2019,5/19/2019,NM,9 West Columbus Street,,Athens,,1/1/1888,1,0,0,5,0,8/19/1936,1/1/2018,0,0,FDIC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1
3174,400767,www.nevadabankandtrust.com,,Stock,22669,0,0,Nevada Bank and Trust Company,Caliente,NV,89008,3/31/2019,5/19/2019,NM,210 Front Street,,Lincoln,,6/21/1978,4,0,0,7,0,6/21/1978,3/2/2018,0,0,FDIC,DIF,San Francisco,SAN FRANCISCO,Phoenix,San Francisco,Western,West,0,1
3175,234841,http://www.newalbinsavingsbank.com,,Stock,8506,14541,0,New Albin Savings Bank,New Albin,IA,52160,3/31/2019,5/19/2019,NM,118 Main Street,,Allamakee,,1/1/1898,1,0,0,2,0,1/1/1934,6/3/2010,0,1,FDIC,DIF,Kansas City,KANSAS CITY,Cedar Rapids,Chicago,Western,Western,0,1
3176,294676,www.newbuffalosavings.com,35660.0,Stock,31257,6624,0,New Buffalo Savings Bank,New Buffalo,MI,49117,3/31/2019,5/19/2019,SA,45 North Whittaker St,,Berrien,"Niles-Benton Harbor, MI",1/1/1921,3,0,0,4,0,12/14/1961,10/19/2015,0,0,OCC,DIF,Chicago,CHICAGO,Grand Rapids,Chicago,Central,Central,0,1
3177,646873,www.ncfsb.com,44220.0,Non-Stock,29173,3043,0,New Carlisle Federal Savings Bank,New Carlisle,OH,45344,3/31/2019,5/19/2019,SA,400 North Main Street,,Clark,"Springfield, OH",1/1/1883,3,0,0,4,0,10/26/1935,9/25/2017,0,0,OCC,DIF,Chicago,CHICAGO,Columbus,Cleveland,Central,Central,0,1
3178,392152,www.newcenturybankna.com,,Stock,8108,0,3333790,New Century Bank,Belleville,KS,66935,3/31/2019,5/19/2019,SM,1211 28th Street,"REPUBLIC BANCORP, INC.",Republic,,5/5/1905,3,0,0,4,1,1/1/1934,4/2/2014,0,0,FED,DIF,Kansas City,KANSAS CITY,Hays,Kansas City,Western,Western,0,1
3179,1014657,http://www.newerabank.com,,Stock,14546,13764,1119628,New Era Bank,Fredericktown,MO,63645,3/31/2019,5/19/2019,NM,101 South Mine La Motte,"NEW ERA BANCORPORATION, INC.",Madison,,1/1/1934,8,0,0,4,1,7/3/1934,7/26/2014,0,0,FDIC,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1
3180,918776,www.newfoundationsavingsbank.com,17140.0,Non-Stock,32306,8122,0,New Foundation Savings Bank,Cincinnati,OH,45239,3/31/2019,5/19/2019,SA,8249 Clara Avenue,,Hamilton,"Cincinnati, OH-KY-IN",10/28/1891,1,0,0,5,0,4/12/1985,1/3/2018,0,0,FDIC,DIF,Chicago,CHICAGO,Cincinnati,Cleveland,Central,Central,0,1
3181,2917184,www.newfb.com,41180.0,Stock,35597,0,1097173,NEW FRONTIER BANK,Saint Charles,MO,63303,3/31/2019,5/19/2019,SM,1771 Zumbehl Road,"LINCOLN COUNTY BANCORP, INC.",Saint Charles,"St. Louis, MO-IL",10/16/2000,2,0,0,4,1,10/16/2000,7/9/2018,0,0,FED,DIF,Kansas City,KANSAS CITY,St. Louis,St. louis,Western,West,0,1
3182,3816154,www.newhorizonbank.com,40060.0,Stock,58857,0,0,"New Horizon Bank, National Association",Powhatan,VA,23139,3/31/2019,5/19/2019,N,1870 Stoneridge Commerce Dr,,Powhatan,"Richmond, VA",10/7/2009,1,0,0,4,0,10/7/2009,6/11/2018,0,0,OCC,DIF,Atlanta,ATLANTA,Richmond,Richmond,Northeastern,Southeast,0,1
