,cert,fed_rssd
4677,5768,145844
4678,15904,7634
4679,13450,843953
4680,57184,3019982
4681,13130,427241
4682,8074,465243
4683,16472,999355
4684,2285,504311
4685,2154,305237
4686,899,663638
4687,10467,557438
4688,27567,508270
4689,10236,821157
4690,17114,745150
4691,3232,272151
4692,11953,718538
4693,13983,560830
4694,14863,557317
4695,11623,576644
4696,18194,831008
4697,11259,502559
4698,17451,747257
4699,15606,723550
4700,14920,887827
4701,24015,533124
4702,20993,526854
4703,28080,653778
4704,9030,104234
4705,9079,800134
4706,3677,940731
4707,26189,17110
4708,17403,861153
4709,15384,896427
4710,193,507330
4711,19809,96553
4712,16370,892223
4713,9274,419947
4714,18858,230610
4715,29695,468673
4716,14225,696645
4717,29571,296474
4718,963,60545
4719,57540,3217331
4720,15345,77253
4721,7526,465618
4722,12585,877958
4723,4693,998358
4724,6560,12311
4725,4241,237954
4726,14907,504647
4727,11317,233442
4728,3275,924058
4729,2244,785857
4730,11445,703039
4731,7614,215710
4732,10505,287959
4733,1865,582654
4734,3279,979759
4735,15194,5751
4736,11860,1017425
4737,12195,834755
4738,3292,623052
4739,22835,82350
4740,35422,2855978
4741,3693,480330
4742,3384,1669
4743,29857,987576
4744,13712,857745
4745,2750,553944
4746,3808,372444
4747,17395,125958
4748,90227,923707
4749,7586,501815
4750,12135,136655
4751,14952,796657
4752,7151,323204
4753,15604,142656
4754,15501,830252
4755,14644,906241
4756,9860,513920
4757,8576,441359
4758,4728,167752
4759,35394,2881445
4760,314,741956
4761,12231,867258
4762,183,784430
4763,107,691042
4764,8259,963954
4765,6605,701222
4766,16167,533227
4767,13716,177920
4768,4739,576653
4769,16101,258306
4770,5141,43856
4771,10928,255350
4772,58764,3821626
4773,14036,309150
4774,13787,491251
4775,292,266945
4776,3210,253356
4777,1143,680354
4778,3358,770068
4779,32907,1826382
4780,9438,274025
4781,10678,141211
4782,35161,2819242
4783,10101,944047
4784,6728,290922
4785,17603,488653
4786,6821,754929
4787,7018,234506
4788,33860,2132941
4789,7590,977616
4790,6275,173306
4791,21329,406059
4792,2093,791821
4793,2608,863607
4794,2496,1008209
4795,7128,313401
4796,7646,144913
4797,13603,331553
4798,13305,305442
4799,9757,768252
4800,8904,770657
4801,16030,166111
4802,8063,947749
4803,9457,615217
4804,10187,75455
4805,913,210434
4806,7666,70414
4807,57559,3218280
4808,384,498317
4809,3827,411240
4810,10255,564324
4811,6892,186221
4812,13697,396356
4813,9137,313223
4814,8403,443625
4815,3376,780263
4816,16664,285740
4817,19608,403946
4818,6653,489623
4819,9440,389826
4820,4173,454658
4821,12485,455150
4822,13006,396954
4823,19978,828110
4824,16603,446149
4825,1566,76443
4826,15871,593249
4827,16968,285928
4828,389,378110
4829,12531,712648
4830,5847,271341
4831,5779,7045
4832,16152,611031
4833,1147,530655
4834,6110,591357
4835,17073,575133
4836,12885,750127
4837,13220,702911
4838,170,272030
4839,9614,470434
4840,340,870539
4841,15046,420644
4842,4059,942454
4843,6649,484927
4844,30889,943273
4845,9439,287922
4846,29975,819172
4847,16744,741358
4848,14113,454546
4849,11722,326344
4850,3388,8462
4851,5317,257345
4852,35075,2796277
4853,58374,3489035
4854,9526,674344
4855,27847,643274
4856,18089,300456
4857,34599,2649177
4858,26393,1000276
4859,18118,302553
4860,847,8631
4861,11952,851239
4862,16483,808448
4863,14999,779641
4864,8698,937740
4865,17205,736158
4866,90141,375502
4867,12594,106452
4868,6990,287007
4869,8816,429021
4870,2228,548052
4871,9865,148920
4872,12978,150727
4873,4318,319047
4874,16120,532752
4875,1213,33268
4876,8762,180144
4877,2723,472018
4878,16185,472531
4879,5520,521064
4880,13216,578116
4881,90291,711801
4882,14966,119153
4883,4506,418249
4884,12422,73956
4885,19680,598132
4886,18677,304762
4887,15749,285553
4888,4193,313157
4889,35060,2747279
4890,15701,428855
4891,1553,536349
4892,10157,961343
4893,16222,546320
4894,33999,2290887
4895,4773,356659
4896,29731,117775
4897,9871,568126
4898,15751,786256
4899,11406,602048
4900,13715,550448
4901,1778,387055
4902,13339,614313
4903,10919,1013650
4904,13926,858153
4905,1610,46053
4906,925,991135
4907,16344,923949
4908,8110,418856
4909,4514,490348
4910,4232,952257
4911,13551,354851
4912,17375,571957
4913,5580,494168
4914,3103,169354
4915,3237,460556
4916,13249,259956
4917,5306,598048
4918,414,958558
4919,15784,671053
4920,18165,265452
4921,17650,424156
4922,13584,358756
4923,15774,389059
4924,1941,984856
4925,16636,65205
4926,16339,657954
4927,13832,894834
4928,7789,906410
4929,13802,381026
4930,9420,852254
4931,8800,144436
4932,12969,780218
4933,14597,86349
4934,15326,289225
4935,1869,227151
4936,18610,736550
4937,32606,1229198
4938,13748,313009
4939,14345,420653
4940,15038,1005552
4941,58615,3603961
4942,26336,173575
4943,10439,487843
4944,6636,754826
4945,5569,548267
4946,17982,490955
4947,1908,190956
4948,17193,199137
4949,23623,816603
4950,8397,324229
4951,18071,437044
4952,58652,3716320
4953,21121,988153
4954,31539,87476
4955,12136,501655
4956,1978,680457
4957,5595,311265
4958,58536,936583
4959,58716,3630323
4960,30012,915878
4961,18258,120609
4962,34068,2344753
4963,21557,610557
4964,34799,2745529
4965,14513,698649
4966,34775,2735146
4967,23647,529958
4968,28453,294779
4969,57857,3271986
4970,15158,962256
4971,29294,27070
4972,9410,910118
4973,33802,885579
4974,3225,328357
4975,17302,334648
4976,938,598646
4977,34023,2305969
4978,33470,1879016
4979,57522,3166699
4980,30516,465672
4981,10849,609832
4982,609,433608
4983,58687,3645840
4984,6139,746429
4985,15009,63751
4986,20100,989730
4987,1434,738255
4988,13071,487357
4989,57312,3067929
4990,15703,692946
4991,10460,349343
4992,18487,590248
4993,34717,2693264
4994,58214,3459216
4995,22621,180537
4996,35095,2797724
4997,57542,3287660
4998,4556,1007051
4999,47,390336
5000,58057,3344321
5001,2711,786210
5002,57554,3194692
5003,57092,2963864
5004,23806,615954
5005,35050,2835756
5006,11178,908861
5007,34781,2736219
5008,14812,552545
5009,18922,242444
5010,21943,100562
5011,10641,388557
5012,977,695349
5013,210,914545
5014,11465,835659
5015,16511,515054
5016,12417,404943
5017,58121,3374382
5018,24677,283652
5019,18109,196752
5020,58206,3424483
5021,57543,3185896
5022,35417,2871099
5023,58457,3475083
5024,58227,3395293
5025,1906,803256
5026,5598,134437
5027,25267,862141
5028,21883,274829
5029,14662,338646
5030,31945,677176
5031,4988,342634
5032,28515,539872
5033,57825,3290240
5034,17208,186548
5035,29059,767572
5036,58586,3626184
5037,32908,1418255
5038,35261,2905761
5039,22993,427960
5040,35426,2888789
5041,34468,335355
5042,58013,3320781
5043,57369,3146150
5044,6548,504713
5045,1693,423636
5046,57565,3212149
5047,1167,85052
5048,15970,301800
5049,8867,225157
5050,8273,936855
5051,17266,143662
5052,7631,249416
5053,58407,3487947
5054,90290,709602
5055,10608,975153
5056,9463,584724
5057,14158,333203
5058,6088,235231
5059,34934,2744782
5060,14722,390840
5061,34589,693224
5062,9179,80431
5063,1753,22048
5064,15177,68840
5065,13421,450856
5066,22242,689759
5067,13580,506052
5068,16620,667029
5069,29967,725376
5070,12013,373601
5071,27767,656779
5072,5325,68448
5073,3661,963730
5074,29933,677970
5075,29121,817477
5076,32296,911973
5077,18190,443205
5078,15098,866251
5079,16788,206950
5080,5602,467733
5081,8499,746942
5082,15908,865759
5083,14982,148340
5084,9764,150156
5085,20776,968557
5086,13195,855956
5087,14560,903754
5088,19396,676151
5089,58,994435
5090,22858,365325
5091,172,37435
5092,32025,539377
5093,18203,633501
5094,17477,990352
5095,57391,3103591
5096,14247,116741
5097,57119,2942823
5098,958,738040
5099,11807,150044
5100,33568,1945247
5101,14334,562058
5102,22180,930358
5103,57716,3281510
5104,15249,336147
5105,57867,3306598
5106,19143,90337
5107,8544,847157
5108,19459,439338
5109,13656,884648
5110,16889,1017939
5111,10249,680055
5112,57301,3070545
5113,303,425818
5114,8821,328656
5115,29566,391575
5116,32441,809276
5117,10567,842853
5118,21083,544335
5119,35427,2914727
5120,23373,70218
5121,23805,609467
5122,10958,712059
5123,58359,3387140
5124,29170,644776
5125,28836,459372
5126,1427,630340
5127,27132,1162017
5128,9309,110945
5129,15465,327435
5130,10208,343257
5131,12214,659556
5132,26626,726953
5133,35393,2949970
5134,15478,922559
5135,57120,3076284
5136,33503,1890525
5137,8714,443353
5138,26351,853251
5139,30722,208570
5140,14587,137652
5141,7759,354310
5142,1090,236957
5143,58310,3470154
5144,32188,619877
5145,34351,2502656
5146,58541,3620922
5147,22514,256179
5148,24919,590220
5149,27518,1401891
5150,251,943143
5151,22600,481159
5152,1980,473257
5153,57933,3370357
5154,24966,624956
5155,28555,320070
5156,9947,300157
5157,9396,229801
5158,11409,1008955
5159,58828,3885123
5160,26021,595337
5161,57841,3267738
5162,9467,129358
5163,19700,964157
5164,29495,380878
5165,9733,58355
5166,58375,3488869
5167,3405,26765
5168,23737,347956
5169,58658,3626858
5170,3250,56351
5171,9747,804150
5172,57665,3221468
5173,17841,754536
5174,11667,666844
5175,10214,208057
5176,16585,187648
5177,28703,402873
5178,58025,3322468
5179,12859,616849
5180,57277,3153345
5181,34565,2631323
5182,29772,126375
5183,32082,484776
5184,9273,474245
5185,35111,2760232
5186,33761,2010722
5187,34011,2298995
5188,58533,3613559
5189,17927,45458
5190,16414,723822
5191,11200,34425
5192,22331,105222
5193,34755,2708122
5194,58824,3688623
5195,4029,241157
5196,58063,3357077
5197,58000,3312124
5198,57892,3270046
5199,11763,269049
5200,7748,678717
5201,1210,645465
5202,31694,170275
5203,22451,774132
5204,30618,322476
5205,13430,210256
5206,1163,662350
5207,27704,900379
5208,26516,330873
5209,12716,495044
5210,15987,341310
5211,8700,131940
5212,16432,617341
5213,20845,283867
5214,28870,7072
5215,26487,63573
5216,14260,536853
5217,81,748441
5218,11674,837448
5219,28217,875879
5220,57167,3102893
5221,12241,1000052
5222,28088,656377
5223,29520,282075
5224,90229,654300
5225,29227,790271
5226,29281,231671
5227,214,433943
5228,9326,311939
5229,16667,480246
5230,1281,58971
5231,22430,1856
5232,2308,184759
5233,58433,3588424
5234,10878,604640
5235,59148,5313312
5236,28513,310978
5237,15990,298218
5238,23298,886204
5239,8021,200435
5240,16160,290249
5241,1857,436542
5242,10384,780955
5243,27254,1191352
5244,1862,621245
5245,698,59316
5246,1849,451246
5247,9168,511832
5248,29847,985479
5249,5394,244158
5250,28989,935577
5251,34404,2576134
5252,18221,761806
5253,90297,765505
5254,9472,416656
5255,11417,215653
5256,26605,278078
5257,1219,371362
5258,14025,646556
5259,5146,2362458
5260,25890,167565
5261,3511,451965
5262,27389,1225761
5263,14136,303701
5264,17401,423841
5265,803,645625
5266,16175,501132
5267,15614,139740
5268,10853,920733
5269,21526,280138
5270,28807,577472
5271,19850,207050
5272,9105,137643
5273,22308,715340
5274,5369,967952
5275,15489,317258
5276,31329,966973
5277,12166,79042
5278,34162,2371816
5279,14929,832546
5280,18509,375034
5281,22957,237066
5282,16866,406666
5283,15466,167864
5284,28151,857576
5285,2452,22730
5286,58426,3480069
5287,27760,842376
5288,3430,697763
5289,28400,524971
5290,57512,3138146
5291,22525,156952
5292,1720,199463
5293,2249,723653
5294,22059,640554
5295,341,445852
5296,16720,709554
5297,18389,169756
5298,492,128258
5299,35492,2883971
5300,5131,127055
5301,4778,199351
5302,5110,278751
5303,1983,248352
5304,9123,233554
5305,58395,3445460
5306,90300,892205
5307,57077,2986407
5308,30551,188177
5309,58347,3462458
5310,18518,972143
5311,32941,1447639
5312,34697,2700984
5313,22939,129479
5314,33803,2044811
5315,16228,989534
5316,32912,1445943
5317,8519,359744
5318,16453,732637
5319,17126,424633
5320,10074,102333
5321,57513,3187395
5322,57033,2954497
5323,27799,664176
5324,14744,918132
5325,12388,365848
5326,17838,437914
5327,34069,2265456
5328,17040,899343
5329,26962,159636
5330,27238,268976
5331,90308,899008
5332,29632,92676
5333,29313,50872
5334,10533,628552
5335,28213,822275
5336,59105,5143788
5337,33935,2239288
5338,13023,463342
5339,33880,2164111
5340,5280,220059
5341,34240,2505424
5342,1060,671558
5343,10011,93244
5344,23220,412751
5345,8863,788652
5346,33136,1479470
5347,1417,980951
5348,29238,661474
5349,5873,406022
5350,32292,97279
5351,18031,477303
5352,5335,833749
5353,24920,384018
5354,29426,258874
5355,57414,3150205
5356,22447,541754
5357,26576,948278
5358,7274,858818
5359,8718,64150
5360,35220,2806840
5361,28116,809771
5362,35407,2806635
5363,4235,953852
5364,16079,731050
5365,57377,3145797
5366,24342,522856
5367,27010,67254
5368,18454,218261
5369,15105,969956
5370,2270,276579
